station_id,metro_name,state,city,station_name,station_code,line_name,latitude,longitude,opening_year,interchange_station,platform_count,daily_average_footfall,nearby_landmarks,station_category
DEL145,Delhi Metro,Delhi NCR,Faridabad,Raja Nahar Singh Ballabgarh,DEL-RA5,Violet Line,28.327751,77.322748,2010,No,2,27250,Residential colonies & local markets near Raja Nahar Singh Ballabgarh,Residential
DEL146,Delhi Metro,Delhi NCR,Delhi,Dabri Mor Janakpuri South,DEL-DAB,Magenta Line,28.629236,77.087804,2017,No,2,87563,"Colleges, coaching centres & hostels near Dabri Mor Janakpuri South",Educational Zone
DEL147,Delhi Metro,Delhi NCR,Delhi,Dashrath Puri,DEL-DAS,Magenta Line,28.62331,77.095923,2017,No,2,48517,Industrial estate & warehouses near Dashrath Puri,Industrial Area
DEL148,Delhi Metro,Delhi NCR,Delhi,Palam,DEL-PAL,Magenta Line,28.619667,77.114813,2017,No,2,87892,Residential colonies & local markets near Palam,Residential
DEL149,Delhi Metro,Delhi NCR,Delhi,Sadar Bazar Cantonment,DEL-SAD,Magenta Line,28.620189,77.12698,2017,No,2,121692,"Shopping district, offices & markets near Sadar Bazar Cantonment",Commercial
DEL150,Delhi Metro,Delhi NCR,Delhi,Terminal 1 IGI Airport,DEL-TER,Magenta Line,28.619583,77.133108,2017,No,2,108044,Airport terminal & cargo complex at Terminal 1 IGI Airport,Airport
DEL151,Delhi Metro,Delhi NCR,Delhi,Shankar Vihar,DEL-SH7,Magenta Line,28.618879,77.143761,2017,No,2,50184,Residential colonies & local markets near Shankar Vihar,Residential
DEL152,Delhi Metro,Delhi NCR,Delhi,Vasant Vihar,DEL-VAS,Magenta Line,28.612985,77.151841,2017,No,2,80329,IT parks & tech offices around Vasant Vihar,IT Hub
DEL153,Delhi Metro,Delhi NCR,Delhi,Munirka,DEL-MUN,Magenta Line,28.607633,77.161092,2017,No,2,121046,IT parks & tech offices around Munirka,IT Hub
DEL154,Delhi Metro,Delhi NCR,Delhi,RK Puram,DEL-RKP,Magenta Line,28.608176,77.170063,2017,No,2,85116,Residential colonies & local markets near RK Puram,Residential
DEL155,Delhi Metro,Delhi NCR,Delhi,IIT Delhi,DEL-IIT,Magenta Line,28.604763,77.184174,2017,No,2,71746,"Colleges, coaching centres & hostels near IIT Delhi",Educational Zone
DEL156,Delhi Metro,Delhi NCR,Delhi,Panchsheel Park,DEL-PAN,Magenta Line,28.603022,77.208708,2017,No,2,69570,"Shopping district, offices & markets near Panchsheel Park",Commercial
DEL157,Delhi Metro,Delhi NCR,Delhi,Chirag Delhi,DEL-CHI,Magenta Line,28.58846,77.21657,2017,No,2,94891,"Shopping district, offices & markets near Chirag Delhi",Commercial
DEL158,Delhi Metro,Delhi NCR,Delhi,Greater Kailash,DEL-GR2,Magenta Line,28.587173,77.225644,2017,No,2,104658,Residential colonies & local markets near Greater Kailash,Residential
DEL159,Delhi Metro,Delhi NCR,Delhi,Nehru Enclave,DEL-NE3,Magenta Line,28.593877,77.240344,2017,No,2,44979,"Colleges, coaching centres & hostels near Nehru Enclave",Educational Zone
DEL160,Delhi Metro,Delhi NCR,Delhi,Okhla NSIC,DEL-OKH,Magenta Line,28.583327,77.255163,2017,No,2,99052,"Shopping district, offices & markets near Okhla NSIC",Commercial
DEL161,Delhi Metro,Delhi NCR,Delhi,Sukhdev Vihar,DEL-SUK,Magenta Line,28.578176,77.271167,2017,No,2,109845,Residential colonies & local markets near Sukhdev Vihar,Residential
DEL162,Delhi Metro,Delhi NCR,Delhi,Jamia Millia Islamia,DEL-JA5,Magenta Line,28.581881,77.28286,2017,No,2,69196,"Shopping district, offices & markets near Jamia Millia Islamia",Commercial
DEL163,Delhi Metro,Delhi NCR,Delhi,Okhla Vihar,DEL-OK2,Magenta Line,28.56713,77.292449,2017,No,2,124175,IT parks & tech offices around Okhla Vihar,IT Hub
DEL164,Delhi Metro,Delhi NCR,Delhi,Jasola Vihar Shaheen Bagh,DEL-JA6,Magenta Line,28.572715,77.303486,2017,No,2,65293,Residential colonies & local markets near Jasola Vihar Shaheen Bagh,Residential
DEL165,Delhi Metro,Delhi NCR,Delhi,Kalindi Kunj,DEL-KA2,Magenta Line,28.575432,77.30547,2017,No,2,104756,Residential colonies & local markets near Kalindi Kunj,Residential
DEL166,Delhi Metro,Delhi NCR,Delhi,Okhla Bird Sanctuary,DEL-OK3,Magenta Line,28.565019,77.325414,2017,No,2,66784,Industrial estate & warehouses near Okhla Bird Sanctuary,Industrial Area
DEL167,Delhi Metro,Delhi NCR,Delhi,Majlis Park,DEL-MA4,Pink Line,28.726289,77.163963,2018,No,2,120126,"Shopping district, offices & markets near Majlis Park",Commercial
DEL168,Delhi Metro,Delhi NCR,Delhi,Shalimar Bagh,DEL-SH8,Pink Line,28.726848,77.17041,2018,No,2,70937,"Shopping district, offices & markets near Shalimar Bagh",Commercial
DEL169,Delhi Metro,Delhi NCR,Delhi,Shakurpur,DEL-SH9,Pink Line,28.718195,77.177673,2018,No,2,94098,"Shopping district, offices & markets near Shakurpur",Commercial
DEL170,Delhi Metro,Delhi NCR,Delhi,Punjabi Bagh West,DEL-PUN,Pink Line,28.719736,77.183828,2018,No,2,84232,Residential colonies & local markets near Punjabi Bagh West,Residential
DEL171,Delhi Metro,Delhi NCR,Delhi,ESI Basaidarapur,DEL-ESI,Pink Line,28.722824,77.183079,2018,No,2,54843,Residential colonies & local markets near ESI Basaidarapur,Residential
DEL172,Delhi Metro,Delhi NCR,Delhi,Mayapuri,DEL-MA5,Pink Line,28.71483,77.192501,2018,No,2,54019,Residential colonies & local markets near Mayapuri,Residential
DEL173,Delhi Metro,Delhi NCR,Delhi,Naraina Vihar,DEL-NAR,Pink Line,28.717195,77.202631,2018,No,2,57076,"Shopping district, offices & markets near Naraina Vihar",Commercial
DEL174,Delhi Metro,Delhi NCR,Delhi,Delhi Cantt,DEL-DE2,Pink Line,28.715581,77.208624,2018,No,2,94105,Residential colonies & local markets near Delhi Cantt,Residential
DEL175,Delhi Metro,Delhi NCR,Delhi,Durgabai Deshmukh South Campus,DEL-DUR,Pink Line,28.717593,77.211217,2018,Yes,2,152793,Residential colonies & local markets near Durgabai Deshmukh South Campus,Residential
DEL176,Delhi Metro,Delhi NCR,Delhi,Sir Vishweshwaraiah Moti Bagh,DEL-SIR,Pink Line,28.715588,77.220714,2018,No,2,82289,Residential colonies & local markets near Sir Vishweshwaraiah Moti Bagh,Residential
DEL177,Delhi Metro,Delhi NCR,Delhi,Bhikaji Cama Place,DEL-BHI,Pink Line,28.711985,77.209853,2018,No,2,94121,"Shopping district, offices & markets near Bhikaji Cama Place",Commercial
DEL178,Delhi Metro,Delhi NCR,Delhi,Sarojini Nagar,DEL-SA3,Pink Line,28.717372,77.21956,2018,No,2,67535,Residential colonies & local markets near Sarojini Nagar,Residential
DEL179,Delhi Metro,Delhi NCR,Delhi,South Extension,DEL-SOU,Pink Line,28.704257,77.225376,2018,No,2,58729,"Colleges, coaching centres & hostels near South Extension",Educational Zone
DEL180,Delhi Metro,Delhi NCR,Delhi,Vinobapuri,DEL-VIN,Pink Line,28.709512,77.240186,2018,No,2,68075,"Colleges, coaching centres & hostels near Vinobapuri",Educational Zone
DEL181,Delhi Metro,Delhi NCR,Delhi,Ashram,DEL-ASH,Pink Line,28.707994,77.237704,2018,No,2,52410,Residential colonies & local markets near Ashram,Residential
DEL182,Delhi Metro,Delhi NCR,Delhi,Sarai Kale Khan Nizamuddin,DEL-SA4,Pink Line,28.697996,77.247136,2018,Yes,4,266662,"Railway station, bus terminal & transit hub at Sarai Kale Khan Nizamuddin",Railway Connection
DEL183,Delhi Metro,Delhi NCR,Delhi,Mayur Vihar Pocket-1,DEL-MA6,Pink Line,28.706646,77.256024,2018,No,2,86021,Residential colonies & local markets near Mayur Vihar Pocket-1,Residential
DEL184,Delhi Metro,Delhi NCR,Delhi,Trilokpuri Sanjay Lake,DEL-TRI,Pink Line,28.705904,77.26064,2018,No,2,80751,"Shopping district, offices & markets near Trilokpuri Sanjay Lake",Commercial
DEL185,Delhi Metro,Delhi NCR,Delhi,East Vinod Nagar,DEL-EAS,Pink Line,28.704153,77.261669,2018,No,2,73179,Residential colonies & local markets near East Vinod Nagar,Residential
DEL186,Delhi Metro,Delhi NCR,Delhi,Mandawali West Vinod Nagar,DEL-MA7,Pink Line,28.700723,77.269121,2018,No,2,49077,Residential colonies & local markets near Mandawali West Vinod Nagar,Residential
DEL187,Delhi Metro,Delhi NCR,Delhi,IP Extension,DEL-IPE,Pink Line,28.703277,77.271352,2018,No,2,65352,Industrial estate & warehouses near IP Extension,Industrial Area
DEL188,Delhi Metro,Delhi NCR,Delhi,Anand Vihar ISBT,DEL-ANA,Pink Line,28.701284,77.276097,2018,Yes,4,269077,"Railway station, bus terminal & transit hub at Anand Vihar ISBT",Railway Connection
DEL189,Delhi Metro,Delhi NCR,Delhi,Karkarduma,DEL-KA3,Pink Line,28.698102,77.284228,2018,No,2,79474,"Shopping district, offices & markets near Karkarduma",Commercial
DEL190,Delhi Metro,Delhi NCR,Delhi,Karkarduma Court,DEL-KA4,Pink Line,28.690592,77.281084,2018,No,2,67501,"Shopping district, offices & markets near Karkarduma Court",Commercial
DEL191,Delhi Metro,Delhi NCR,Delhi,Krishna Nagar,DEL-KRI,Pink Line,28.691434,77.281751,2018,No,2,67689,IT parks & tech offices around Krishna Nagar,IT Hub
DEL192,Delhi Metro,Delhi NCR,Delhi,East Azad Nagar,DEL-EA2,Pink Line,28.693302,77.296839,2018,No,2,59119,IT parks & tech offices around East Azad Nagar,IT Hub
DEL193,Delhi Metro,Delhi NCR,Delhi,Jaffrabad,DEL-JAF,Pink Line,28.697596,77.307458,2018,No,2,47925,Residential colonies & local markets near Jaffrabad,Residential
DEL194,Delhi Metro,Delhi NCR,Delhi,Maujpur Babarpur,DEL-MAU,Pink Line,28.692596,77.311846,2018,No,2,45237,Residential colonies & local markets near Maujpur Babarpur,Residential
DEL195,Delhi Metro,Delhi NCR,Delhi,Gokulpuri,DEL-GOK,Pink Line,28.692214,77.308475,2018,No,2,127772,"Shopping district, offices & markets near Gokulpuri",Commercial
DEL196,Delhi Metro,Delhi NCR,Delhi,Johri Enclave,DEL-JOH,Pink Line,28.688866,77.310521,2018,No,2,60518,"Shopping district, offices & markets near Johri Enclave",Commercial
DEL197,Delhi Metro,Delhi NCR,Delhi,Shiv Vihar,DEL-SHI,Pink Line,28.686892,77.318747,2018,No,2,64813,"Shopping district, offices & markets near Shiv Vihar",Commercial
DEL198,Delhi Metro,Delhi NCR,Delhi,Ashok Park Main,DEL-AS2,Green Line,28.665112,77.144575,2010,Yes,6,248133,IT parks & tech offices around Ashok Park Main,IT Hub
DEL199,Delhi Metro,Delhi NCR,Delhi,Punjabi Bagh,DEL-PU2,Green Line,28.663758,77.136061,2010,No,2,114932,"Shopping district, offices & markets near Punjabi Bagh",Commercial
DEL200,Delhi Metro,Delhi NCR,Delhi,Shivaji Park,DEL-SH10,Green Line,28.664391,77.119192,2010,No,2,68049,Industrial estate & warehouses near Shivaji Park,Industrial Area
DEL201,Delhi Metro,Delhi NCR,Delhi,Madipur,DEL-MAD,Green Line,28.665549,77.114682,2010,No,2,89483,Residential colonies & local markets near Madipur,Residential
DEL202,Delhi Metro,Delhi NCR,Delhi,Paschim Vihar East,DEL-PAS,Green Line,28.657881,77.104256,2010,No,2,105764,Residential colonies & local markets near Paschim Vihar East,Residential
DEL203,Delhi Metro,Delhi NCR,Delhi,Paschim Vihar West,DEL-PA3,Green Line,28.65491,77.100698,2010,No,2,89972,Residential colonies & local markets near Paschim Vihar West,Residential
DEL204,Delhi Metro,Delhi NCR,Delhi,Peeragarhi,DEL-PEE,Green Line,28.653988,77.09155,2010,No,2,73274,"Colleges, coaching centres & hostels near Peeragarhi",Educational Zone
DEL205,Delhi Metro,Delhi NCR,Delhi,Udyog Nagar,DEL-UD2,Green Line,28.653367,77.086222,2010,No,2,94786,Residential colonies & local markets near Udyog Nagar,Residential
DEL206,Delhi Metro,Delhi NCR,Delhi,Maharaja Surajmal Stadium,DEL-MAH,Green Line,28.64835,77.067631,2010,No,2,68969,"Colleges, coaching centres & hostels near Maharaja Surajmal Stadium",Educational Zone
DEL207,Delhi Metro,Delhi NCR,Delhi,Nangloi,DEL-NAN,Green Line,28.650735,77.06284,2010,No,2,71024,Residential colonies & local markets near Nangloi,Residential
DEL208,Delhi Metro,Delhi NCR,Delhi,Nangloi Railway Station,DEL-NA2,Green Line,28.648351,77.056542,2010,No,2,122739,"Railway station, bus terminal & transit hub at Nangloi Railway Station",Railway Connection
DEL209,Delhi Metro,Delhi NCR,Delhi,Rajdhani Park,DEL-RA6,Green Line,28.641441,77.047621,2010,No,2,133623,"Shopping district, offices & markets near Rajdhani Park",Commercial
DEL210,Delhi Metro,Delhi NCR,Delhi,Mundka,DEL-MU2,Green Line,28.646179,77.044869,2010,No,2,87324,"Shopping district, offices & markets near Mundka",Commercial
DEL211,Delhi Metro,Delhi NCR,Delhi,Mundka Industrial Area,DEL-MU3,Green Line,28.637043,77.029361,2010,No,2,40333,Industrial estate & warehouses near Mundka Industrial Area,Industrial Area
DEL212,Delhi Metro,Delhi NCR,Delhi,Ghevra,DEL-GHE,Green Line,28.638017,77.01704,2010,No,2,64563,Residential colonies & local markets near Ghevra,Residential
DEL213,Delhi Metro,Delhi NCR,Delhi,Tikri Kalan,DEL-TIK,Green Line,28.632866,77.011109,2010,No,2,103166,Residential colonies & local markets near Tikri Kalan,Residential
DEL214,Delhi Metro,Delhi NCR,Delhi,Tikri Border,DEL-TI2,Green Line,28.630249,76.999483,2010,No,2,62219,"Colleges, coaching centres & hostels near Tikri Border",Educational Zone
DEL215,Delhi Metro,Delhi NCR,Bahadurgarh,Pandit Shree Ram Sharma,DEL-PA4,Green Line,28.621037,76.986345,2010,No,2,31018,"Shopping district, offices & markets near Pandit Shree Ram Sharma",Commercial
DEL216,Delhi Metro,Delhi NCR,Bahadurgarh,Bahadurgarh City,DEL-BAH,Green Line,28.620139,76.983195,2010,No,2,23132,"Colleges, coaching centres & hostels near Bahadurgarh City",Educational Zone
DEL217,Delhi Metro,Delhi NCR,Bahadurgarh,Brigadier Hoshiar Singh,DEL-BRI,Green Line,28.620474,76.98278,2010,No,2,17879,"Shopping district, offices & markets near Brigadier Hoshiar Singh",Commercial
DEL218,Delhi Metro,Delhi NCR,Delhi,Shivaji Stadium,DEL-SH11,Airport Express,28.620967,77.196742,2011,No,2,87265,"Colleges, coaching centres & hostels near Shivaji Stadium",Educational Zone
DEL219,Delhi Metro,Delhi NCR,Delhi,Dhaula Kuan,DEL-DHA,Airport Express,28.596005,77.176482,2011,Yes,2,130219,Residential colonies & local markets near Dhaula Kuan,Residential
DEL220,Delhi Metro,Delhi NCR,Delhi,Delhi Aerocity,DEL-DE3,Airport Express,28.576417,77.152313,2011,No,2,43150,Industrial estate & warehouses near Delhi Aerocity,Industrial Area
DEL221,Delhi Metro,Delhi NCR,Delhi,IGI Airport,DEL-IGI,Airport Express,28.555223,77.12717,2011,No,2,98420,Airport terminal & cargo complex at IGI Airport,Airport
DEL222,Delhi Metro,Delhi NCR,Delhi,Yashobhoomi Dwarka Sector 25,DEL-YAS,Airport Express,28.506781,77.091516,2011,No,2,86527,IT parks & tech offices around Yashobhoomi Dwarka Sector 25,IT Hub
NDA001,Noida Metro,Uttar Pradesh,Noida,Noida Sector 51,NDA-NOI,Aqua Line,28.57632,77.341033,2019,No,2,27523,Industrial estate & warehouses near Noida Sector 51,Industrial Area
NDA002,Noida Metro,Uttar Pradesh,Noida,Noida Sector 50,NDA-NO2,Aqua Line,28.569328,77.347088,2019,No,2,28000,"Colleges, coaching centres & hostels near Noida Sector 50",Educational Zone
NDA003,Noida Metro,Uttar Pradesh,Noida,Noida Sector 76,NDA-NO3,Aqua Line,28.560324,77.357874,2019,No,2,50487,IT parks & tech offices around Noida Sector 76,IT Hub
NDA004,Noida Metro,Uttar Pradesh,Noida,Noida Sector 101,NDA-NO4,Aqua Line,28.553599,77.367382,2019,No,2,41559,Residential colonies & local markets near Noida Sector 101,Residential
NDA005,Noida Metro,Uttar Pradesh,Noida,Noida Sector 81,NDA-NO5,Aqua Line,28.553904,77.37502,2019,No,2,54946,"Shopping district, offices & markets near Noida Sector 81",Commercial
NDA006,Noida Metro,Uttar Pradesh,Noida,NSEZ Noida Sector 83,NDA-NSE,Aqua Line,28.54263,77.38401,2019,No,2,41610,Residential colonies & local markets near NSEZ Noida Sector 83,Residential
NDA007,Noida Metro,Uttar Pradesh,Noida,Noida Sector 137,NDA-NO6,Aqua Line,28.536078,77.39438,2019,No,2,26812,Residential colonies & local markets near Noida Sector 137,Residential
NDA008,Noida Metro,Uttar Pradesh,Noida,Noida Sector 142,NDA-NO7,Aqua Line,28.524274,77.398615,2019,No,2,43730,Residential colonies & local markets near Noida Sector 142,Residential
NDA009,Noida Metro,Uttar Pradesh,Noida,Noida Sector 143,NDA-NO8,Aqua Line,28.517243,77.403241,2019,No,2,43161,Residential colonies & local markets near Noida Sector 143,Residential
NDA010,Noida Metro,Uttar Pradesh,Noida,Noida Sector 144,NDA-NO9,Aqua Line,28.52251,77.420291,2019,No,2,29896,Industrial estate & warehouses near Noida Sector 144,Industrial Area
NDA011,Noida Metro,Uttar Pradesh,Noida,Noida Sector 145,NDA-NO10,Aqua Line,28.508745,77.420583,2019,No,2,24964,Residential colonies & local markets near Noida Sector 145,Residential
NDA012,Noida Metro,Uttar Pradesh,Noida,Noida Sector 146,NDA-NO11,Aqua Line,28.494414,77.432624,2019,No,2,46328,IT parks & tech offices around Noida Sector 146,IT Hub
NDA013,Noida Metro,Uttar Pradesh,Noida,Noida Sector 147,NDA-NO12,Aqua Line,28.506787,77.444733,2019,No,2,46815,"Shopping district, offices & markets near Noida Sector 147",Commercial
NDA014,Noida Metro,Uttar Pradesh,Noida,Noida Sector 148,NDA-NO13,Aqua Line,28.489884,77.453523,2019,No,2,33796,"Shopping district, offices & markets near Noida Sector 148",Commercial
NDA015,Noida Metro,Uttar Pradesh,Greater Noida,Knowledge Park II,NDA-KNO,Aqua Line,28.479905,77.459538,2019,No,2,11806,Industrial estate & warehouses near Knowledge Park II,Industrial Area
NDA016,Noida Metro,Uttar Pradesh,Greater Noida,Pari Chowk,NDA-PAR,Aqua Line,28.479243,77.468962,2019,No,2,14460,Industrial estate & warehouses near Pari Chowk,Industrial Area
NDA017,Noida Metro,Uttar Pradesh,Greater Noida,Alpha 1,NDA-ALP,Aqua Line,28.475189,77.479154,2019,No,2,35084,"Shopping district, offices & markets near Alpha 1",Commercial
NDA018,Noida Metro,Uttar Pradesh,Greater Noida,Delta 1,NDA-DEL,Aqua Line,28.468287,77.484222,2019,No,2,23196,"Shopping district, offices & markets near Delta 1",Commercial
NDA019,Noida Metro,Uttar Pradesh,Greater Noida,GNIDA Office,NDA-GNI,Aqua Line,28.462616,77.501017,2019,No,2,27844,Residential colonies & local markets near GNIDA Office,Residential
NDA020,Noida Metro,Uttar Pradesh,Greater Noida,Depot Station,NDA-DEP,Aqua Line,28.449604,77.500893,2019,No,2,22839,Residential colonies & local markets near Depot Station,Residential
MUM001,Mumbai Metro,Maharashtra,Mumbai,Versova,MUM-VER,Line 1 (Blue),19.105175,72.82583,2014,No,2,67425,Industrial estate & warehouses near Versova,Industrial Area
MUM002,Mumbai Metro,Maharashtra,Mumbai,D.N. Nagar,MUM-DNN,Line 1 (Blue) / Line 2A (Yellow),19.113788,72.841134,2014,Yes,6,200694,"Shopping district, offices & markets near D.N. Nagar",Commercial
MUM003,Mumbai Metro,Maharashtra,Mumbai,Azad Nagar,MUM-AZA,Line 1 (Blue),19.101684,72.847051,2014,No,2,107930,"Shopping district, offices & markets near Azad Nagar",Commercial
MUM004,Mumbai Metro,Maharashtra,Mumbai,Andheri,MUM-AND,Line 1 (Blue),19.09554,72.862113,2014,Yes,4,215484,IT parks & tech offices around Andheri,IT Hub
MUM005,Mumbai Metro,Maharashtra,Mumbai,Western Express Highway,MUM-WES,Line 1 (Blue),19.091416,72.863388,2014,No,2,80469,Residential colonies & local markets near Western Express Highway,Residential
MUM006,Mumbai Metro,Maharashtra,Mumbai,Chakala (J.B. Nagar),MUM-CHA,Line 1 (Blue),19.089157,72.87831,2014,No,2,110476,"Shopping district, offices & markets near Chakala (J.B. Nagar)",Commercial
MUM007,Mumbai Metro,Maharashtra,Mumbai,Airport Road,MUM-AIR,Line 1 (Blue),19.083293,72.889004,2014,No,4,92476,Airport terminal & cargo complex at Airport Road,Airport
MUM008,Mumbai Metro,Maharashtra,Mumbai,Marol Naka,MUM-MAR,Line 1 (Blue) / Line 3 (Aqua),19.102129,72.865765,2014,Yes,2,234015,IT parks & tech offices around Marol Naka,IT Hub
MUM009,Mumbai Metro,Maharashtra,Mumbai,Saki Naka,MUM-SAK,Line 1 (Blue),19.076484,72.904111,2014,No,2,109355,"Shopping district, offices & markets near Saki Naka",Commercial
MUM010,Mumbai Metro,Maharashtra,Mumbai,Asalpha,MUM-ASA,Line 1 (Blue),19.077006,72.914017,2014,No,2,70939,"Colleges, coaching centres & hostels near Asalpha",Educational Zone
MUM011,Mumbai Metro,Maharashtra,Mumbai,Jagruti Nagar,MUM-JAG,Line 1 (Blue),19.081821,72.926327,2014,No,2,108325,Residential colonies & local markets near Jagruti Nagar,Residential
MUM012,Mumbai Metro,Maharashtra,Mumbai,Ghatkopar,MUM-GHA,Line 1 (Blue),19.078113,72.936443,2014,Yes,2,105469,Industrial estate & warehouses near Ghatkopar,Industrial Area
MUM013,Mumbai Metro,Maharashtra,Mumbai,Dahisar East,MUM-DAH,Line 2A (Yellow) / Line 7 (Red),19.249639,72.860211,2022,Yes,6,89999,Residential colonies & local markets near Dahisar East,Residential
MUM014,Mumbai Metro,Maharashtra,Mumbai,Anand Nagar,MUM-ANA,Line 2A (Yellow),19.247474,72.860507,2022,No,2,46678,Residential colonies & local markets near Anand Nagar,Residential
MUM015,Mumbai Metro,Maharashtra,Mumbai,Kandarpada,MUM-KAN,Line 2A (Yellow),19.238348,72.859323,2022,No,2,48257,"Shopping district, offices & markets near Kandarpada",Commercial
MUM016,Mumbai Metro,Maharashtra,Mumbai,Mandapeshwar,MUM-MAN,Line 2A (Yellow),19.230037,72.863685,2022,No,2,50124,"Shopping district, offices & markets near Mandapeshwar",Commercial
MUM017,Mumbai Metro,Maharashtra,Mumbai,Eksar,MUM-EKS,Line 2A (Yellow),19.220695,72.854675,2022,No,2,32860,Residential colonies & local markets near Eksar,Residential
MUM018,Mumbai Metro,Maharashtra,Mumbai,Borivali West,MUM-BOR,Line 2A (Yellow),19.210363,72.851325,2022,No,2,29182,Residential colonies & local markets near Borivali West,Residential
MUM019,Mumbai Metro,Maharashtra,Mumbai,Shimpoli,MUM-SHI,Line 2A (Yellow),19.200644,72.851014,2022,No,2,40848,"Colleges, coaching centres & hostels near Shimpoli",Educational Zone
MUM020,Mumbai Metro,Maharashtra,Mumbai,Kandivali West,MUM-KA2,Line 2A (Yellow),19.196753,72.854483,2022,No,2,59068,Residential colonies & local markets near Kandivali West,Residential
MUM021,Mumbai Metro,Maharashtra,Mumbai,Dahanukarwadi,MUM-DA2,Line 2A (Yellow),19.189179,72.849821,2022,No,2,76902,"Shopping district, offices & markets near Dahanukarwadi",Commercial
MUM022,Mumbai Metro,Maharashtra,Mumbai,Valnai,MUM-VAL,Line 2A (Yellow),19.184151,72.854275,2022,No,2,40546,"Shopping district, offices & markets near Valnai",Commercial
MUM023,Mumbai Metro,Maharashtra,Mumbai,Malad West,MUM-MAL,Line 2A (Yellow),19.172441,72.84859,2022,No,2,51320,Residential colonies & local markets near Malad West,Residential
MUM024,Mumbai Metro,Maharashtra,Mumbai,Lower Malad,MUM-LOW,Line 2A (Yellow),19.166919,72.85072,2022,No,2,46878,"Shopping district, offices & markets near Lower Malad",Commercial
MUM025,Mumbai Metro,Maharashtra,Mumbai,Bangur Nagar,MUM-BAN,Line 2A (Yellow),19.151932,72.849012,2022,No,2,87665,"Shopping district, offices & markets near Bangur Nagar",Commercial
MUM026,Mumbai Metro,Maharashtra,Mumbai,Goregaon West,MUM-GOR,Line 2A (Yellow),19.149917,72.845289,2022,No,2,24570,Industrial estate & warehouses near Goregaon West,Industrial Area
MUM027,Mumbai Metro,Maharashtra,Mumbai,Oshiwara,MUM-OSH,Line 2A (Yellow),19.141664,72.842533,2022,No,2,53523,Residential colonies & local markets near Oshiwara,Residential
MUM028,Mumbai Metro,Maharashtra,Mumbai,Lower Oshiwara,MUM-LO2,Line 2A (Yellow),19.137677,72.85118,2022,No,2,55792,"Shopping district, offices & markets near Lower Oshiwara",Commercial
MUM029,Mumbai Metro,Maharashtra,Mumbai,Ovaripada,MUM-OVA,Line 7 (Red),19.24251,72.864786,2022,No,2,54103,Residential colonies & local markets near Ovaripada,Residential
MUM030,Mumbai Metro,Maharashtra,Mumbai,Rashtriya Udyan,MUM-RAS,Line 7 (Red),19.235577,72.875067,2022,No,2,45188,Residential colonies & local markets near Rashtriya Udyan,Residential
MUM031,Mumbai Metro,Maharashtra,Mumbai,Devipada,MUM-DEV,Line 7 (Red),19.218497,72.864684,2022,No,2,78259,"Shopping district, offices & markets near Devipada",Commercial
MUM032,Mumbai Metro,Maharashtra,Mumbai,Magathane,MUM-MAG,Line 7 (Red),19.212978,72.872793,2022,No,2,38128,Residential colonies & local markets near Magathane,Residential
MUM033,Mumbai Metro,Maharashtra,Mumbai,Poisar,MUM-POI,Line 7 (Red),19.197414,72.867564,2022,No,2,64377,Residential colonies & local markets near Poisar,Residential
MUM034,Mumbai Metro,Maharashtra,Mumbai,Akurli,MUM-AKU,Line 7 (Red),19.197605,72.86045,2022,No,2,62110,IT parks & tech offices around Akurli,IT Hub
MUM035,Mumbai Metro,Maharashtra,Mumbai,Kurar,MUM-KUR,Line 7 (Red),19.176285,72.864287,2022,No,2,58556,Residential colonies & local markets near Kurar,Residential
MUM036,Mumbai Metro,Maharashtra,Mumbai,Dindoshi,MUM-DIN,Line 7 (Red),19.168486,72.868152,2022,No,2,82930,"Shopping district, offices & markets near Dindoshi",Commercial
MUM037,Mumbai Metro,Maharashtra,Mumbai,Aarey,MUM-AAR,Line 7 (Red),19.160692,72.858634,2022,No,2,46840,Industrial estate & warehouses near Aarey,Industrial Area
MUM038,Mumbai Metro,Maharashtra,Mumbai,Goregaon East,MUM-GO2,Line 7 (Red),19.151189,72.862363,2022,No,2,26086,Industrial estate & warehouses near Goregaon East,Industrial Area
MUM039,Mumbai Metro,Maharashtra,Mumbai,Jogeshwari East,MUM-JOG,Line 7 (Red),19.143384,72.861727,2022,No,2,40314,Residential colonies & local markets near Jogeshwari East,Residential
MUM040,Mumbai Metro,Maharashtra,Mumbai,Mogra,MUM-MOG,Line 7 (Red),19.126233,72.865355,2022,No,2,38896,Residential colonies & local markets near Mogra,Residential
MUM041,Mumbai Metro,Maharashtra,Mumbai,Gundavali,MUM-GUN,Line 7 (Red),19.12067,72.864568,2022,Yes,6,74822,Residential colonies & local markets near Gundavali,Residential
MUM042,Mumbai Metro,Maharashtra,Mumbai,Cuffe Parade,MUM-CUF,Line 3 (Aqua),18.9371,72.835883,2024,No,2,35688,Industrial estate & warehouses near Cuffe Parade,Industrial Area
MUM043,Mumbai Metro,Maharashtra,Mumbai,Vidhan Bhavan,MUM-VID,Line 3 (Aqua),18.946957,72.834631,2024,No,2,60256,"Colleges, coaching centres & hostels near Vidhan Bhavan",Educational Zone
MUM044,Mumbai Metro,Maharashtra,Mumbai,Churchgate,MUM-CHU,Line 3 (Aqua),18.953171,72.835178,2024,No,2,60144,"Colleges, coaching centres & hostels near Churchgate",Educational Zone
